weight,id,name,symbol,url
0.03,5176,Tether Gold,XAUt,https://coinmarketcap.com/currencies/tether-gold
0.03,10804,FLOKI,FLOKI,https://coinmarketcap.com/currencies/floki-inu
0.03,5665,Helium,HNT,https://coinmarketcap.com/currencies/helium
0.03,3602,Bitcoin SV,BSV,https://coinmarketcap.com/currencies/bitcoin-sv
0.03,3155,Quant,QNT,https://coinmarketcap.com/currencies/quant
0.02,28324,dYdX,DYDX,https://coinmarketcap.com/currencies/dydx-chain
0.02,4846,Kava,KAVA,https://coinmarketcap.com/currencies/kava
0.02,6892,MultiversX,EGLD,https://coinmarketcap.com/currencies/multiversx-egld
0.02,2011,Tezos,XTZ,https://coinmarketcap.com/currencies/tezos
0.02,4558,Flow,FLOW,https://coinmarketcap.com/currencies/flow
0.02,32452,Movement,MOVE,https://coinmarketcap.com/currencies/movement
0.02,1966,Decentraland,MANA,https://coinmarketcap.com/currencies/decentraland
0.02,24647,Berachain,BERA,https://coinmarketcap.com/currencies/berachain
0.02,1437,Zcash,ZEC,https://coinmarketcap.com/currencies/zcash
0.02,6536,MANTRA,OM,https://coinmarketcap.com/currencies/mantra
0.02,28541,Jito,JTO,https://coinmarketcap.com/currencies/jito
0.02,13855,Ethereum Name Service,ENS,https://coinmarketcap.com/currencies/ethereum-name-service
0.02,7186,PancakeSwap,CAKE,https://coinmarketcap.com/currencies/pancakeswap
0.02,28177,Pyth Network,PYTH,https://coinmarketcap.com/currencies/pyth-network
0.01,6783,Axie Infinity,AXS,https://coinmarketcap.com/currencies/axie-infinity
